12FF, , 13FM, , 14FF, , 15FM, , 18FM, , 19FM, , 20FM, , 22FM, 
2.722161699, 951.9610954, 2.945993509, 824.1808621, 2.605418326, 798.8623926, 2.750758853, 990.9782214, 2.148945927, 774.3429302, 2.183478544, 946.3377522, 1.94101577, 834.7440857, 2.343805208, 709.0027932
2.756315502, 949.605342, 2.981908068, 831.9704985, 2.64049875, 810.6983604, 2.786845553, 997.6573416, 2.186696548, 774.5263131, 2.219605276, 948.7163204, 1.977892436, 829.0663592, 2.381529417, 711.7910176
2.79042932, 944.551917, 3.02041154, 839.9664318, 2.675639075, 825.5960719, 2.824729296, 992.3149767, 2.224498681, 777.0586465, 2.255766124, 944.4423325, 2.014719868, 821.4960571, 2.419264833, 715.6068956
2.824269816, 937.076456, 3.056309286, 848.9162051, 2.712675246, 841.3781576, 2.862690137, 993.4334534, 2.262329145, 780.8829026, 2.292210812, 933.7577221, 2.051724749, 810.8634628, 2.456992777, 718.7376712
2.855711375, 927.9331696, 3.091695067, 857.4232334, 2.7483582, 855.2234348, 2.89917173, 1003.09094, 2.300172488, 785.2943963, 2.316120278, 920.5346966, 2.088242414, 801.2691564, 2.494738154, 723.4670189
2.878361154, 918.3056213, 3.129884938, 869.1735443, 2.782639617, 870.9874736, 2.926252831, 1019.987226, 2.338028708, 790.2931277, 2.344799402, 907.0528103, 2.124983685, 790.3868472, 2.532461118, 726.1410597
2.903198926, 912.1322301, 3.167808247, 881.4324565, 2.815808687, 885.4188193, 2.95711627, 1032.785722, 2.375902958, 796.1139916, 2.368970866, 891.6783276, 2.161669568, 777.3753906, 2.57017163, 727.6732633
2.918226983, 900.8700453, 3.206802714, 891.3180471, 2.849523755, 899.9936059, 2.997902081, 1039.611082, 2.413800388, 802.9918833, 2.391393046, 874.8473541, 2.188452036, 763.7402443, 2.60790331, 731.1465901
2.939206126, 890.6565174, 3.244946186, 902.6929883, 2.885224018, 912.962244, 3.02523671, 1033.586274, 2.451708121, 810.339565, 2.409797209, 858.5193056, 2.223882997, 751.0083727, 2.645649933, 735.9901215
2.957343436, 874.5234314, 3.27930988, 913.7643523, 2.924747538, 927.0957684, 3.038509252, 1019.575301, 2.489602975, 817.1000091, 2.427939688, 844.2815415, 2.248600524, 738.8614789, 2.683407762, 741.8613064
2.964406751, 860.9094518, 3.318354572, 929.1264951, 2.961533444, 941.0814311, 3.048166476, 1005.457806, 2.527515859, 824.6825859, 2.446338885, 828.9220645, 2.27564013, 728.6415712, 2.721199211, 750.8154517
2.979148605, 846.3561524, 3.353072533, 942.5796173, 3.000557587, 959.4512608, 3.065807269, 988.3991148, 2.565982102, 832.6726627, 2.46875662, 812.9577074, 2.295181317, 714.82577, 2.759015564, 762.0532714
2.982117018, 830.3814761, 3.387914045, 952.8729277, 3.037108276, 970.2211112, 3.079431495, 970.7343225, 2.604100025, 845.0912935, 2.491181257, 795.6475459, 2.321669497, 701.1992263, 2.796821955, 772.3776214
2.99291588, 814.1054052, 3.427841004, 966.3762412, 3.076293508, 982.3999119, 3.092847067, 952.1467365, 2.641435661, 855.6907918, 2.509584375, 779.5234073, 2.349041846, 685.9797649, 2.834625856, 782.4736039
2.993901472, 796.5052598, 3.464769101, 975.768306, 3.111343565, 990.3823477, 3.104539721, 933.7240715, 2.677066217, 866.7770135, 2.525470514, 764.8287284, 2.376420351, 670.9968755, 2.872411079, 790.8568306
2.99848858, 781.6166712, 3.502218418, 984.9643888, 3.152012041, 1003.14202, 3.109591636, 914.4040654, 2.71743056, 878.5683325, 2.540623755, 746.2349026, 2.403788597, 655.6196994, 2.910180115, 797.755669
3.001476278, 766.9430434, 3.539430079, 992.6746802, 3.189840192, 1009.564524, 3.114124376, 896.7477173, 2.756700215, 888.2542043, 2.555772028, 728.6096483, 2.431265571, 644.421961, 2.947960357, 805.6821609
3.001271554, 753.1309645, 3.57664854, 999.9157027, 3.227652785, 1014.012752, 3.121031562, 879.3199107, 2.795231244, 900.1180065, 2.566395204, 712.4919929, 2.468009919, 633.6579378, 2.98574309, 813.8370201
3.001068428, 739.4267924, 3.613877203, 1006.452822, 3.265442499, 1015.557634, 3.126746412, 861.3493081, 2.830122658, 907.3821242, 2.581833369, 697.0636153, 2.504772731, 623.6036304, 3.023558198, 824.9606561
3.005887451, 720.7782177, 3.651122869, 1011.816769, 3.303224892, 1016.173445, 3.124835802, 843.2044869, 2.869244359, 916.2978333, 2.594168237, 679.94538, 2.541590931, 615.6784705, 3.061363344, 835.1708224
3.011629973, 702.3343259, 3.688388937, 1015.77291, 3.34098166, 1013.537509, 3.129737812, 824.94529, 2.906935741, 913.7799233, 2.607299727, 664.0878029, 2.578433749, 608.6995983, 3.099174716, 845.9519072
3.008827167, 686.2332565, 3.725651605, 1019.963685, 3.378725616, 1009.275699, 3.129143022, 802.2813687, 2.944601367, 910.0875381, 2.620038687, 646.472567, 2.615298107, 602.5487279, 3.136971146, 855.3627874
3.008622442, 672.4211776, 3.762944877, 1022.04275, 3.416448524, 1002.342811, 3.129894801, 773.5497226, 2.98225669, 905.9253628, 2.634597792, 626.2836493, 2.652153233, 596.0429996, 3.17476135, 864.202749
3.006749, 658.1526073, 3.800255152, 1022.948643, 3.454158619, 993.7840485, 3.135202004, 752.8446266, 3.019927467, 902.4678727, 2.645374468, 606.9271572, 2.689017591, 589.8921291, 3.212547818, 872.7001595
3.011151429, 641.2161041, 3.837597732, 1021.625508, 3.483287749, 979.5535874, 3.129383919, 730.7377715, 3.057660059, 901.829123, 2.660205069, 587.8509718, 2.725845023, 582.3218271, 3.250319344, 879.8273653
3.012211518, 626.2393134, 3.874938611, 1020.419692, 3.514420094, 966.0039211, 3.129682181, 709.8667329, 3.095405528, 901.7776109, 2.668015989, 569.569128, 2.762816397, 570.40123, 3.288098342, 887.6396734
3.012006794, 612.4272344, 3.912328798, 1015.811675, 3.543538665, 950.4334542, 3.127136165, 695.260621, 3.133228266, 905.2495245, 2.682404019, 553.3769671, 2.785348035, 556.8903437, 3.325863642, 894.1959606
3.01180207, 598.6151555, 3.949778493, 1007.097557, 3.57110945, 935.4040429, 3.126970954, 681.4159602, 3.169238637, 909.7491611, 2.69378615, 536.0774642, 2.805801907, 542.5777414, 3.363612755, 899.2678595
3.011602143, 585.1267972, 3.979978811, 992.7251047, 3.595241927, 919.868894, 3.123054737, 659.0062126, 3.207267301, 915.7809465, 2.703360924, 518.858118, 2.82057061, 521.8413011, 3.40134568, 902.85537
3.011387822, 570.667277, 4.010508383, 983.7377155, 3.618469346, 904.4886856, 3.121695749, 636.8537434, 3.24601117, 925.7912702, 2.71804708, 503.2570445, 2.83801914, 500.1130784, 3.43904374, 903.2457364
3.011181818, 556.7688726, 4.026810677, 971.2723476, 3.635138628, 889.1672636, 3.116156468, 619.8495451, 3.284101397, 935.9438502, 2.729606934, 488.0052214, 2.837093531, 477.8753162, 3.47671067, 900.7815098
3.010979973, 543.151026, 4.056896304, 958.0922333, 3.653909742, 874.2367502, 3.112928303, 597.7667683, 3.322779807, 942.5751707, 2.745610109, 472.5108308, 2.846198637, 458.7287606, 3.514319077, 892.9506483
3.01195704, 533.2667471, 4.085386683, 941.7514041, 3.672670528, 857.9955834, 3.112474471, 579.6107048, 3.360481491, 940.5270508, 2.756872415, 456.5550417, 2.842472404, 440.023806, 3.550933574, 880.3913855
3.00861681, 518.1131988, 4.109578822, 925.9630109, 3.684928185, 840.4709043, 3.10779864, 565.4010384, 3.398077576, 933.6635825, 2.7728849, 439.2451259, 2.837434069, 424.2523434, 3.571529976, 867.9944952
3.010413782, 504.9519952, 4.130831261, 908.1593584, 3.695425989, 824.338184, 3.10307559, 544.17671, 3.432412088, 921.5094812, 2.786220912, 422.6562194, 2.836289633, 404.519581, 3.597776543, 855.2393893
3.009334896, 489.6928011, 4.145060649, 892.0746582, 3.71064785, 808.4421242, 3.101402162, 528.7511855, 3.455104529, 909.1941128, 2.799846267, 408.3712423, 2.830616112, 384.5476864, 3.636293936, 844.3495996
3.006649221, 472.0186967, 4.169063689, 874.7016016, 3.715320267, 791.4246923, 3.100227034, 516.1088117, 3.481491072, 893.8573023, 2.816473083, 396.0591314, 2.820098185, 364.3453645, 3.670921363, 833.2036747
3.006428435, 457.1230504, 4.179611419, 858.0463409, 3.719813181, 773.030088, 3.09397509, 500.1125038, 3.495862939, 874.4082177, 2.840496045, 380.2795035, 2.809875625, 343.367271, 3.685504172, 820.2434698
3.005138927, 437.4000219, 4.199424993, 842.9500296, 3.729941704, 754.9791708, 3.091014539, 479.161237, 3.508452489, 856.8137549, 2.859798353, 364.990642, 2.800721518, 325.0498438, 3.692837451, 801.400757
3.009358462, 420.6474066, 4.226726013, 826.2829599, 3.733082395, 734.0604576, 3.087187069, 461.2764129, 3.516785082, 838.7420843, 2.882817531, 351.8656786, 2.78354482, 309.6726678, 3.692155135, 782.0389504
3.007256546, 404.0701799, 4.246555342, 810.0995091, 3.731384032, 718.2869116, 3.081007655, 443.3278456, 3.532442691, 821.1999578, 2.909380058, 337.3706459, 2.768666759, 293.7040619, 3.688944923, 765.4186582
3.012287376, 384.2215764, 4.263084925, 796.2585553, 3.734017689, 702.9376862, 3.070106114, 421.1423163, 3.539689409, 802.0224261, 2.937428209, 322.7011239, 2.750357666, 279.2731736, 3.68203164, 748.7066728
3.015998282, 362.7348394, 4.278785664, 777.7012027, 3.738181668, 682.0376214, 3.063860566, 401.401776, 3.541090537, 785.2305214, 2.967382674, 308.9828953, 2.733752001, 263.6087317, 3.682626958, 729.2290424
3.01662589, 347.4125193, 4.297214276, 759.1167119, 3.737236003, 661.9070233, 3.055494611, 379.0061196, 3.540321977, 771.6997428, 2.994526189, 294.5399955, 2.71188899, 248.0134179, 3.672567501, 714.1137909
3.01846718, 327.4757879, 4.306554961, 740.0430605, 3.735500249, 641.3885803, 3.040130153, 360.4068064, 3.546339617, 755.6440486, 3.005668603, 279.9410287, 2.684926369, 230.4640814, 3.677389106, 700.1860612
3.02199543, 306.0226298, 4.315509446, 720.0245173, 3.73076106, 619.256966, 3.034018273, 345.1062717, 3.544771933, 737.9465617, 3.001960582, 262.2596564, 2.660098736, 214.1191111, 3.669813976, 677.6481347
3.026462262, 290.2275667, 4.325626125, 695.0673366, 3.729724367, 607.5497962, 3.021409772, 327.4343788, 3.544442256, 722.9132791, 2.992551715, 239.1192032, 2.631636871, 197.4101839, 3.667229322, 656.6679658
3.030176464, 274.1456853, 4.325475337, 676.206756, 3.72408942, 591.5956237, 3.002358692, 308.908413, 3.542410718, 707.1164404, 2.982010215, 219.7347954, 2.599396231, 181.8900249, 3.663548237, 634.8524164
3.030944876, 256.2755265, 4.326221288, 660.5044176, 3.717666215, 575.4858739, 2.988203747, 291.1330714, 3.548480802, 691.9153756, 2.965706424, 204.648531, 2.565031698, 167.6506472, 3.663755976, 618.3251983
3.033664684, 242.8175985, 4.332044907, 641.3951095, 3.712789755, 556.6631187, 2.972956482, 274.1698547, 3.548151125, 676.882093, 2.941765478, 188.4187965, 2.530050877, 151.5516235, 3.661866101, 600.8660035
3.028657932, 226.923873, 4.331567728, 621.712281, 3.706640554, 538.2527317, 2.954332539, 259.3167964, 3.547821448, 661.8488103, 2.917751731, 173.0385887, 2.493506228, 141.1020185, 3.659323684, 579.8187946
3.028926345, 214.8466478, 4.329428784, 608.2048676, 3.69958278, 514.2521855, 2.935166869, 243.2335911, 3.54749177, 646.8155277, 2.885437915, 161.2133124, 2.455005848, 133.7814313, 3.651986042, 555.0547989
3.030129176, 201.2430245, 4.326700683, 591.657915, 3.688209767, 492.8646897, 2.921287534, 228.4786803, 3.549492892, 630.4888506, 2.847090494, 151.4257568, 2.415503074, 125.7334542, 3.644698776, 534.9103502
3.024952419, 188.3634845, 4.323759094, 571.7637404, 3.67908724, 473.7838485, 2.901641232, 211.5125131, 3.549163214, 615.4555679, 2.810997601, 142.4484473, 2.374297779, 117.7968308, 3.638073445, 516.5473895
3.025616494, 175.501441, 4.320256057, 553.4655507, 3.669510166, 456.9456102, 2.877545253, 196.5876655, 3.546502739, 601.7156798, 2.777966723, 136.9825389, 2.336469429, 107.5911323, 3.624568908, 495.8196948
3.021269511, 163.2401933, 4.314551589, 538.490224, 3.662931642, 439.2848629, 2.852986444, 180.2640053, 3.546176496, 586.8389939, 2.73879052, 128.6463738, 2.303215132, 96.07282466, 3.611095783, 477.9723957
3.019148034, 151.1016833, 4.316398554, 518.9532054, 3.64678888, 420.0340002, 2.829062774, 162.9604293, 3.539691786, 564.2183795, 2.702687904, 121.5651366, 2.270915405, 84.47768866, 3.598359607, 462.2389777
3.01268631, 139.1518127, 4.310521658, 500.8317988, 3.637725132, 400.2407302, 2.804499073, 146.2268233, 3.538154349, 543.7625401, 2.666594111, 112.7634107, 2.233557583, 71.65979089, 3.583402095, 444.4394888
3.00397716, 126.9226608, 4.3025984, 484.1865047, 3.625109232, 379.1139053, 2.77650336, 130.9815758, 3.532604782, 529.7640777, 2.630502552, 103.5258277, 2.193967423, 61.98184794, 3.568136093, 427.1557844
2.992506431, 113.7232101, 4.3004943, 468.4121728, 3.612073555, 359.194473, 2.748519663, 116.7432128, 3.525629189, 510.504287, 2.594398877, 96.65104918, 2.15673996, 54.17497396, 3.559133136, 411.7069388
2.980500451, 98.79745066, 4.29605422, 452.8633426, 3.599176553, 335.9201445, 2.7212117, 99.36735517, 3.518450744, 489.3501975, 2.559049747, 89.45448532, 2.119577118, 48.85210534, 3.544823687, 395.7261241
2.957435582, 86.2450313, 4.294022341, 432.1058224, 3.584226525, 311.9298913, 2.685826293, 84.74335503, 3.505883754, 470.7349081, 2.522184234, 84.32376268, 2.082429662, 44.12066657, 3.525229412, 381.200137
2.938109454, 69.64418695, 4.293836628, 412.728555, 3.569047436, 292.3960443, 2.647703683, 70.06864789, 3.494933146, 455.4873353, 2.486074559, 78.6189164, 2.045322208, 40.9269454, 3.509131625, 363.2531211
2.920262507, 59.29421486, 4.294505212, 398.7877333, 3.556624359, 273.9477305, 2.610703971, 56.74276721, 3.481764554, 436.8976593, 2.449959002, 74.06106256, 2.008257835, 39.38922779, 3.493970495, 347.1849551
2.897804664, 50.73742199, 4.297072427, 382.6070904, 3.541023804, 256.7687624, 2.567955127, 42.38967016, 3.465092964, 415.5914559, 2.413840504, 70.07670494, 1.971218079, 38.79779795, 3.477539965, 328.7300408
2.867420806, 40.77211235, 4.297286172, 367.8586405, 3.52353021, 242.3907094, 2.528571423, 29.28521327, 3.452743902, 396.3398024, 2.377718478, 66.78054277, 1.934166015, 37.73322422, 3.461831922, 314.1176377
2.843836288, 30.65236228, 4.295158108, 353.7379227, 3.502425742, 227.5502957, 2.492861673, 16.80816108, 3.431877221, 377.1601415, 2.34159351, 64.05787683, 1.897132413, 37.37836631, 3.439494498, 296.4824167
2.806687323, 23.15110531, 4.298605307, 341.22123, 3.485529501, 214.0705249, 2.45554782, 4.907289177, 3.420447208, 361.5672317, 2.305466189, 61.79400786, , , 3.416540291, 279.8968891
2.772400769, 16.55058871, 4.294416799, 324.4096391, 3.461400699, 196.7806288, , , 3.404853866, 346.1806842, 2.269334751, 60.3330336, , , 3.384940509, 262.6316134
2.738104619, 9.302630907, 4.28785308, 303.3767594, 3.432672345, 180.1541962, , , 3.390502211, 330.0401963, 2.233206254, 58.29856312, , , 3.351778668, 246.1473195
2.703880442, 6.910482107, 4.279795301, 287.0713343, 3.400395305, 163.6817814, , , 3.369406988, 314.7827331, 2.197074815, 56.83758885, , , 3.319543739, 231.5714195
2.669678657, 6.029029441, 4.272254614, 270.8548404, 3.366547971, 148.7852728, , , 3.342322316, 298.2848593, , , , , 3.289299852, 216.7772094
2.635470474, 4.715949309, 4.255394184, 253.8718417, 3.330430899, 134.0680414, , , 3.317703293, 280.7748763, , , , , 3.25595523, 201.2576691
, , 4.23625232, 236.9571988, 3.298104154, 121.2056264, , , 3.293095508, 263.7773916, , , , , 3.222067528, 190.2227486
, , 4.221497017, 221.3406021, 3.256452269, 107.7376838, , , 3.264124399, 245.6652001, , , , , 3.18142684, 179.2325469
, , 4.196213273, 201.2429165, 3.221496214, 92.91977778, , , 3.231651643, 229.6207412, , , , , 3.143619204, 168.7940132
, , 4.166967392, 185.295274, 3.187455617, 80.47726597, , , 3.197180158, 214.0133099, , , , , 3.106072918, 158.3177504
, , 4.134540234, 169.3686969, 3.143526314, 66.8812048, , , 3.160216727, 199.5228272, , , , , 3.068030079, 150.314804
, , 4.103954644, 158.0661007, 3.104744169, 53.85378526, , , 3.123760347, 186.6382847, , , , , 3.030237385, 141.2464749
, , 4.063104278, 144.5453458, 3.072019404, 40.51867178, , , 3.087397509, 174.7592891, , , , , 2.9924422, 131.9497785
, , 4.02956629, 133.729492, 3.036675669, 29.77058996, , , 3.04620635, 164.3843835, , , , , 2.954671919, 124.9367564
, , 3.990567479, 124.143712, 2.997870859, 19.25929672, , , 3.008239378, 154.3354088, , , , , 2.916890432, 116.8960808
, , 3.952615265, 113.8791925, , , , , 2.970269831, 144.1689865, , , , , 2.879120151, 109.8830587
, , 3.916201966, 104.7343439, , , , , 2.932271953, 132.7106416, , , , , 2.841351115, 102.9842203
, , 3.878997107, 96.55478365, , , , , 2.894315283, 123.131457, , , , , 2.803582079, 96.08538195
, , 3.841766744, 90.13498161, , , , , 2.856386946, 114.8441951, , , , , 2.764921939, 90.56166429
, , 3.804539781, 83.48054514, , , , , 2.818479213, 107.4965134, , , , , 2.728062401, 83.97432081
, , 3.767299975, 77.71232181, , , , , 2.780579208, 100.5011742, , , , , 2.690298631, 77.55835749
, , 3.732761991, 71.23817994, , , , , 2.742681777, 93.62328257, , , , , 2.652556989, 73.17156094
, , 3.692879296, 62.10942914, , , , , 2.699940335, 89.98666398, , , , , 2.614806631, 67.98547835
, , 3.655652333, 55.45499267, , , , , 2.662644997, 86.43593881, , , , , 2.577060009, 63.14194693
, , 3.618430471, 48.44860455, , , , , 2.624846891, 84.08723721, , , , , 2.539312141, 58.18423178
, , 3.581201809, 41.9114853, , , , , 2.589176337, 78.75491503, , , , , 2.501571745, 53.91161895
, , 3.543951042, 36.89948984, , , , , 2.554611621, 77.15176574, , , , , 2.463813916, 48.04043405
, , 3.506690075, 32.59139767, , , , , 2.515745351, 72.7918013, , , , , 2.426082236, 44.56710726
, , 3.469441009, 27.462085, , , , , 2.477927765, 69.5547828, , , , , 2.388351801, 41.20796418
, , 3.432185142, 22.80204118, , , , , 2.440092149, 65.49563165, , , , , 2.350623856, 38.07718855
, , 3.394912272, 19.31516952, , , , , 2.402210172, 59.32242513, , , , , 2.312897157, 35.06059663
, , 3.355643036, 15.61429631, , , , , 2.364371981, 55.14582646, , , , , 2.275180419, 32.95747447
, , 3.316546319, 11.6560407, , , , , 2.326541517, 51.32157035, , , , , 2.237457455, 30.28343371
, , 3.274390326, 9.384855161, , , , , 2.288734232, 48.55434193, , , , , 2.19972702, 26.92429064
, , 3.226226425, 7.379188173, , , , , 2.2509321, 46.02200855, , , , , 2.162002811, 24.13606616
, , , , , , , , 2.213106786, 42.43264748, , , , , 2.124284828, 21.91876028
, , , , , , , , 2.175325258, 40.83989426, , , , , 2.086575562, 20.50074044
, , , , , , , , 2.137530852, 38.65990344, , , , , , 
, , , , , , , , 2.099746749, 36.94970271, , , , , , 
, , , , , , , , 2.061957494, 35.00460693, , , , , , 
, , , , , , , , 2.024157936, 32.58972107, , , , , , 
, , , , , , , , 1.986394438, 31.81910049, , , , , , 
, , , , , , , , 1.948620636, 30.57868984, , , , , , 
, , , , , , , , 1.91084426, 29.22083166, , , , , , 
, , , , , , , , 1.873024097, 25.86636564, , , , , , 
, , , , , , , , 1.835247721, 24.50850746, , , , , , 
, , , , , , , , 1.797466193, 22.91575424, , , , , , 
, , , , , , , , 1.759700118, 22.02768615, , , , , , 
, , , , , , , , 1.721928892, 20.90472302, , , , , , 
, , , , , , , , 1.684124184, 18.25494211, , , , , , 
, , , , , , , , 1.64635811, 17.36687402, , , , , , 
, , , , , , , , 1.608597186, 16.71370097, , , , , , 
, , , , , , , , 1.570815658, 15.12094775, , , , , , 
, , , , , , , , 1.533503127, 13.39886619, , , , , , 
, , , , , , , , 1.495246142, 11.64086225, , , , , , 
, , , , , , , , 1.457471217, 10.34918834, , , , , , 
, , , , , , , , 1.419720432, 10.15834486, , , , , , 
, , , , , , , , 1.381955809, 9.336461034, , , , , , 
, , , , , , , , 1.344178145, 7.919879098, , , , , , 
, , , , , , , , 1.306394205, 6.217138863, , , , , , 
, , , , , , , , 1.268642296, 5.975032132, , , , , , 
, , , , , , , , 1.231883998, 4.936797605, , , , , , 
, , , , , , , , 1.196696821, 3.610510173, , , , , , 
, , , , , , , , 1.157200286, 4.282519581, , , , , , 
, , , , , , , , 1.117615508, 4.133209307, , , , , , 
, , , , , , , , 1.083013315, 4.486995502, , , , , , 
, , , , , , , , 1.042116372, 3.86246964, , , , , , 
, , , , , , , , 1.002456199, 2.66574122, , , , , , 
